iter	Passed	Remaining
444	1403	8056
445	1406	8052
446	1408	8046
447	1411	8043
448	1414	8037
449	1417	8031
450	1420	8028
451	1423	8024
452	1427	8023
453	1430	8021
454	1433	8020
455	1437	8017
456	1440	8016
457	1443	8012
458	1446	8007
459	1449	8004
460	1453	8003
461	1456	7999
462	1458	7993
463	1461	7987
464	1464	7984
465	1468	7983
466	1470	7977
467	1474	7975
468	1477	7971
469	1480	7966
470	1482	7961
471	1485	7955
472	1488	7952
473	1491	7947
474	1494	7943
475	1497	7939
476	1500	7935
477	1502	7930
478	1505	7924
479	1509	7923
480	1512	7919
481	1515	7915
482	1517	7910
483	1520	7904
484	1523	7901
485	1527	7899
486	1530	7897
487	1533	7893
488	1536	7890
489	1539	7888
490	1542	7884
491	1546	7880
492	1548	7876
493	1551	7872
494	1554	7868
495	1557	7863
496	1560	7859
497	1563	7856
498	1566	7851
499	1569	7846
500	1572	7841
501	1574	7835
502	1577	7830
503	1580	7827
504	1583	7824
505	1587	7822
506	1589	7817
507	1592	7813
508	1596	7810
509	1599	7806
510	1601	7803
511	1605	7799
512	1608	7796
513	1611	7793
514	1614	7789
515	1617	7784
516	1619	7779
517	1622	7774
518	1625	7772
519	1628	7767
520	1631	7763
521	1634	7759
522	1637	7755
523	1640	7752
524	1643	7747
525	1646	7742
526	1649	7738
527	1651	7734
528	1655	7731
529	1657	7726
530	1661	7723
531	1664	7720
532	1667	7719
533	1671	7717
534	1673	7712
535	1677	7710
536	1680	7706
537	1683	7706
538	1687	7702
539	1690	7699
540	1693	7699
541	1697	7700
542	1701	7697
543	1704	7694
544	1706	7689
545	1710	7687
546	1713	7685
547	1716	7681
548	1719	7677
549	1721	7670
550	1725	7667
551	1727	7661
552	1730	7658
553	1734	7655
554	1737	7655
555	1742	7657
556	1745	7656
557	1748	7653
558	1752	7652
559	1757	7655
560	1759	7650
561	1761	7642
562	1765	7641
563	1769	7643
564	1773	7645
565	1777	7642
566	1780	7640
567	1784	7640
568	1787	7636
569	1790	7632
570	1793	7629
571	1797	7629
572	1801	7631
573	1804	7628
574	1807	7624
575	1812	7627
576	1816	7629
577	1820	7627
578	1823	7624
579	1827	7625
580	1831	7625
581	1835	7625
582	1838	7622
583	1843	7624
584	1846	7622
585	1849	7619
586	1853	7617
587	1856	7617
588	1860	7617
589	1864	7614
590	1867	7610
591	1870	7607
592	1873	7603
593	1876	7599
594	1879	7597
595	1882	7593
596	1886	7592
597	1889	7589
598	1892	7585
599	1895	7582
600	1898	7578
601	1901	7573
602	1903	7568
603	1906	7562
604	1909	7558
605	1912	7553
606	1915	7550
607	1918	7546
608	1921	7542
609	1923	7537
610	1927	7535
611	1930	7531
612	1932	7526
613	1935	7522
614	1938	7518
615	1941	7515
616	1944	7511
617	1947	7506
618	1950	7502
619	1953	7497
620	1956	7494
621	1959	7490
622	1962	7486
623	1964	7481
624	1967	7477
625	1971	7477
626	1974	7474
627	1977	7470
628	1980	7467
629	1984	7463
630	1987	7461
631	1990	7456
632	1993	7452
633	1996	7449
634	1999	7446
635	2002	7443
636	2005	7440
637	2009	7438
638	2011	7432
639	2014	7430
640	2017	7425
641	2020	7420
642	2023	7416
643	2025	7411
644	2029	7409
645	2031	7404
646	2034	7399
647	2037	7395
648	2039	7389
649	2043	7388
650	2046	7384
651	2049	7380
652	2052	7376
653	2054	7370
654	2057	7367
655	2061	7364
656	2064	7361
657	2066	7356
658	2069	7351
659	2072	7348
660	2075	7344
661	2078	7341
662	2082	7338
663	2085	7336
664	2088	7333
665	2091	7329
666	2094	7326
667	2097	7323
668	2101	7320
669	2104	7317
670	2107	7314
671	2110	7311
672	2114	7311
673	2117	7307
674	2120	7304
675	2123	7300
676	2127	7300
677	2131	7299
678	2134	7295
679	2137	7291
680	2140	7288
681	2143	7286
682	2146	7282
683	2149	7278
684	2152	7275
685	2159	7283
686	2163	7284
687	2167	7282
688	2170	7280
689	2174	7279
690	2177	7276
691	2181	7275
692	2186	7278
693	2191	7281
694	2195	7281
695	2197	7275
696	2204	7285
697	2208	7283
698	2212	7282
699	2216	7283
700	2220	7282
701	2223	7279
702	2227	7277
703	2231	7277
704	2233	7271
705	2237	7268
706	2240	7265
707	2243	7262
708	2246	7259
709	2249	7255
710	2252	7252
711	2255	7248
712	2260	7249
713	2264	7249
714	2267	7246
715	2270	7242
716	2273	7240
717	2277	7238
718	2280	7234
719	2283	7231
720	2286	7227
721	2289	7224
722	2292	7221
723	2296	7218
724	2299	7215
725	2302	7212
726	2305	7209
727	2308	7205
728	2311	7201
729	2314	7197
730	2317	7193
731	2320	7190
732	2323	7186
733	2326	7183
734	2330	7180
735	2333	7177
736	2336	7172
737	2339	7169
738	2342	7166
739	2345	7163
740	2348	7159
741	2351	7156
742	2354	7152
743	2357	7148
744	2361	7146
745	2364	7144
746	2367	7140
747	2371	7138
748	2374	7136
749	2377	7133
750	2381	7131
751	2385	7129
752	2388	7128
753	2391	7124
754	2394	7120
755	2397	7116
756	2400	7111
757	2403	7109
758	2406	7106
759	2409	7102
760	2412	7099
761	2416	7096
762	2419	7093
763	2422	7091
764	2426	7087
765	2429	7086
766	2432	7082
767	2435	7079
768	2439	7076
769	2442	7074
770	2445	7070
771	2449	7067
772	2452	7065
773	2455	7062
774	2459	7060
775	2463	7059
776	2466	7056
777	2469	7053
778	2473	7052
779	2477	7051
780	2481	7049
781	2486	7051
782	2489	7048
783	2493	7047
784	2497	7046
785	2502	7048
786	2506	7047
787	2509	7045
788	2513	7043
789	2517	7041
790	2520	7038
791	2523	7034
792	2527	7035
793	2532	7035
794	2535	7032
795	2538	7029
796	2542	7027
797	2547	7028
798	2551	7027
799	2554	7025
800	2561	7030
801	2565	7031
802	2569	7029
803	2574	7031
804	2581	7038
805	2585	7037
806	2590	7039
807	2594	7037
808	2597	7035
809	2600	7031
810	2604	7031
811	2608	7029
812	2612	7028
813	2616	7025
814	2620	7026
815	2623	7022
816	2627	7019
817	2630	7017
818	2634	7014
819	2637	7012
820	2641	7009
821	2645	7009
822	2648	7006
823	2651	7003
824	2655	7000
825	2658	6998
826	2662	6995
827	2665	6992
828	2668	6988
829	2672	6987
830	2676	6986
831	2679	6982
832	2682	6979
833	2686	6976
834	2689	6973
835	2692	6970
836	2696	6967
837	2698	6963
838	2702	6960
839	2705	6957
840	2708	6954
841	2711	6950
842	2715	6947
843	2718	6944
844	2721	6941
845	2725	6938
846	2728	6936
847	2732	6933
848	2735	6929
849	2738	6926
850	2742	6924
851	2745	6921
852	2748	6918
853	2751	6913
854	2754	6910
855	2757	6907
856	2761	6904
857	2764	6901
858	2767	6898
859	2771	6896
860	2774	6892
861	2777	6889
862	2781	6886
863	2784	6884
864	2788	6882
865	2791	6878
866	2794	6875
867	2797	6872
868	2800	6868
869	2803	6864
870	2806	6859
871	2809	6856
872	2812	6851
873	2815	6847
874	2817	6843
875	2820	6839
876	2823	6835
877	2826	6831
878	2829	6827
879	2832	6823
880	2835	6820
881	2838	6816
882	2842	6813
883	2845	6810
884	2848	6806
885	2851	6803
886	2854	6799
887	2857	6795
888	2860	6792
889	2863	6787
890	2866	6784
891	2869	6781
892	2872	6777
893	2875	6774
894	2879	6771
895	2882	6768
896	2886	6767
897	2890	6766
898	2893	6763
899	2897	6759
900	2900	6756
901	2903	6752
902	2906	6749
903	2909	6746
904	2912	6742
905	2916	6739
906	2919	6736
907	2922	6732
908	2926	6731
909	2930	6729
910	2932	6725
911	2936	6722
912	2939	6719
913	2942	6715
914	2945	6712
915	2949	6710
916	2953	6708
917	2958	6710
918	2962	6708
919	2966	6707
920	2969	6703
921	2974	6704
922	2978	6702
923	2981	6698
924	2984	6695
925	2988	6693
926	2991	6688
927	2994	6685
928	2997	6681
929	3001	6679
930	3003	6675
931	3006	6670
932	3009	6667
933	3013	6666
934	3017	6663
935	3020	6660
936	3023	6657
937	3026	6654
938	3029	6650
939	3033	6647
940	3036	6644
941	3040	6643
942	3044	6641
943	3047	6637
944	3050	6634
945	3054	6631
946	3058	6629
947	3061	6626
948	3064	6622
949	3067	6618
950	3070	6615
951	3073	6611
952	3076	6607
953	3078	6603
954	3081	6598
955	3084	6595
956	3087	6591
957	3090	6588
958	3094	6584
959	3097	6581
960	3100	6578
961	3103	6574
962	3106	6570
963	3109	6566
964	3111	6562
965	3114	6558
966	3116	6553
967	3119	6549
968	3122	6545
969	3125	6541
970	3129	6539
971	3132	6536
972	3135	6532
973	3138	6528
974	3141	6525
975	3144	6521
976	3147	6518
977	3150	6514
978	3153	6510
979	3156	6507
980	3159	6503
981	3163	6499
982	3166	6496
983	3169	6494
984	3173	6491
985	3176	6488
986	3179	6485
987	3182	6481
988	3186	6480
989	3190	6477
990	3193	6474
991	3196	6470
992	3200	6468
993	3203	6465
994	3206	6461
995	3209	6458
996	3213	6455
997	3216	6452
998	3219	6448
999	3222	6445
1000	3225	6441
1001	3229	6439
1002	3232	6436
1003	3235	6433
1004	3238	6428
1005	3242	6426
1006	3246	6424
1007	3249	6422
1008	3253	6419
1009	3257	6417
1010	3260	6414
1011	3264	6412
1012	3267	6409
1013	3271	6407
1014	3275	6406
1015	3278	6402
1016	3281	6399
1017	3286	6399
1018	3290	6396
1019	3293	6393
1020	3296	6389
1021	3300	6387
1022	3303	6383
1023	3306	6379
1024	3309	6376
1025	3312	6373
1026	3315	6370
1027	3321	6372
1028	3325	6369
1029	3328	6365
1030	3331	6361
1031	3335	6360
1032	3338	6357
1033	3342	6354
1034	3344	6350
1035	3347	6346
1036	3351	6344
1037	3354	6340
1038	3358	6337
1039	3361	6335
1040	3365	6333
1041	3368	6330
1042	3373	6329
1043	3376	6327
1044	3380	6324
1045	3383	6321
1046	3387	6317
1047	3390	6314
1048	3394	6312
1049	3397	6308
1050	3400	6305
1051	3403	6303
1052	3407	6301
1053	3411	6298
1054	3414	6294
1055	3417	6291
1056	3422	6290
1057	3426	6289
1058	3429	6285
1059	3433	6283
1060	3436	6280
1061	3439	6276
1062	3442	6272
1063	3445	6268
1064	3447	6264
1065	3450	6260
1066	3453	6256
1067	3456	6253
1068	3459	6249
1069	3463	6247
1070	3467	6244
1071	3470	6242
1072	3474	6239
1073	3477	6235
1074	3479	6231
1075	3483	6228
1076	3486	6225
1077	3491	6224
1078	3495	6222
1079	3498	6219
1080	3501	6216
1081	3505	6214
1082	3509	6211
1083	3513	6209
1084	3518	6210
1085	3522	6207
1086	3525	6205
1087	3529	6202
1088	3534	6202
1089	3537	6198
1090	3540	6195
1091	3544	6192
1092	3549	6192
1093	3553	6190
1094	3556	6187
1095	3560	6185
1096	3564	6183
1097	3568	6181
1098	3572	6178
1099	3575	6175
1100	3578	6172
1101	3581	6168
1102	3584	6164
1103	3586	6160
1104	3589	6155
1105	3593	6153
1106	3596	6149
1107	3599	6146
1108	3602	6142
1109	3605	6139
1110	3608	6135
1111	3611	6131
1112	3614	6128
1113	3617	6124
1114	3620	6121
1115	3623	6117
1116	3626	6112
1117	3629	6109
1118	3632	6105
1119	3636	6103
1120	3639	6100
1121	3642	6097
1122	3646	6094
1123	3651	6093
1124	3653	6089
1125	3657	6086
1126	3660	6083
1127	3663	6079
1128	3665	6074
1129	3668	6070
1130	3671	6067
1131	3674	6063
1132	3677	6060
1133	3680	6056
1134	3683	6053
1135	3686	6049
1136	3689	6045
1137	3692	6042
1138	3695	6038
1139	3698	6034
1140	3701	6031
1141	3705	6028
1142	3708	6025
1143	3711	6021
1144	3714	6017
1145	3717	6013
1146	3720	6010
1147	3723	6007
1148	3726	6003
1149	3729	5999
1150	3732	5996
1151	3736	5993
1152	3739	5990
1153	3742	5986
1154	3745	5982
1155	3748	5978
1156	3751	5976
1157	3755	5973
1158	3757	5969
1159	3760	5965
1160	3764	5962
1161	3767	5958
1162	3769	5954
1163	3772	5950
1164	3775	5946
1165	3778	5943
1166	3781	5939
1167	3784	5936
1168	3787	5932
1169	3790	5928
1170	3793	5925
1171	3796	5921
1172	3799	5917
1173	3802	5914
1174	3805	5910
1175	3809	5908
1176	3813	5906
1177	3816	5902
1178	3819	5898
1179	3822	5895
1180	3825	5891
1181	3827	5887
1182	3830	5883
1183	3833	5879
1184	3836	5876
1185	3839	5872
1186	3842	5868
1187	3845	5865
1188	3848	5861
1189	3850	5857
1190	3854	5854
1191	3856	5849
1192	3859	5845
1193	3862	5841
1194	3865	5838
1195	3868	5834
1196	3871	5831
1197	3874	5828
1198	3878	5826
1199	3881	5822
1200	3884	5818
1201	3888	5816
1202	3891	5812
1203	3894	5810
1204	3898	5807
1205	3901	5803
1206	3904	5799
1207	3907	5796
1208	3910	5793
1209	3914	5790
1210	3917	5786
1211	3920	5783
1212	3924	5781
1213	3928	5779
1214	3932	5777
1215	3935	5773
1216	3938	5770
1217	3942	5767
1218	3945	5764
1219	3948	5760
1220	3951	5757
1221	3954	5754
1222	3957	5750
1223	3961	5747
1224	3964	5745
1225	3967	5740
1226	3971	5738
1227	3975	5736
1228	3978	5733
1229	3981	5728
1230	3983	5724
1231	3986	5720
1232	3989	5717
1233	3992	5713
1234	3995	5709
1235	3997	5705
1236	4000	5702
1237	4003	5698
1238	4006	5694
1239	4009	5690
1240	4012	5686
1241	4015	5683
1242	4018	5679
1243	4021	5676
1244	4024	5672
1245	4027	5669
1246	4030	5665
1247	4033	5661
1248	4036	5658
1249	4038	5654
1250	4041	5650
1251	4044	5646
1252	4047	5642
1253	4049	5637
1254	4051	5633
1255	4054	5629
1256	4057	5625
1257	4060	5622
1258	4063	5618
1259	4065	5614
1260	4068	5611
1261	4071	5607
1262	4074	5603
1263	4077	5600
1264	4080	5596
1265	4083	5592
1266	4085	5588
1267	4088	5585
1268	4092	5582
1269	4095	5579
1270	4098	5575
1271	4101	5571
1272	4104	5568
1273	4107	5565
1274	4110	5561
1275	4113	5558
1276	4116	5554
1277	4119	5550
1278	4122	5546
1279	4124	5542
1280	4127	5538
1281	4130	5534
1282	4133	5531
1283	4136	5527
1284	4138	5523
1285	4141	5520
1286	4144	5516
1287	4147	5512
1288	4150	5509
1289	4153	5505
1290	4156	5501
1291	4159	5498
1292	4162	5495
1293	4165	5491
1294	4167	5487
1295	4170	5483
1296	4173	5480
1297	4177	5477
1298	4180	5474
1299	4183	5470
1300	4186	5466
1301	4189	5463
1302	4193	5461
1303	4196	5458
1304	4199	5454
1305	4202	5451
1306	4206	5448
1307	4210	5446
1308	4214	5443
1309	4217	5441
1310	4221	5438
1311	4224	5434
1312	4228	5433
1313	4232	5431
1314	4236	5428
1315	4239	5425
1316	4244	5423
1317	4248	5421
1318	4251	5418
1319	4255	5415
1320	4259	5413
1321	4263	5411
1322	4267	5409
1323	4272	5407
1324	4275	5405
1325	4279	5402
1326	4282	5399
1327	4285	5395
1328	4289	5393
1329	4292	5389
1330	4295	5386
1331	4299	5384
1332	4303	5381
1333	4306	5377
1334	4309	5374
1335	4312	5371
1336	4315	5368
1337	4319	5365
1338	4323	5362
1339	4325	5358
1340	4329	5356
1341	4333	5353
1342	4336	5350
1343	4339	5346
1344	4342	5343
1345	4345	5339
1346	4348	5336
1347	4351	5333
1348	4355	5330
1349	4359	5327
1350	4362	5324
1351	4366	5322
1352	4370	5319
1353	4373	5316
1354	4375	5312
1355	4379	5309
1356	4382	5306
1357	4386	5304
1358	4390	5301
1359	4393	5297
1360	4396	5294
1361	4400	5291
1362	4403	5288
1363	4406	5285
1364	4409	5281
1365	4413	5279
1366	4417	5277
1367	4420	5273
1368	4423	5270
1369	4426	5266
1370	4430	5263
1371	4433	5260
1372	4436	5257
1373	4440	5254
1374	4444	5253
1375	4448	5249
1376	4451	5246
1377	4454	5243
1378	4459	5241
1379	4462	5238
1380	4464	5234
1381	4468	5231
1382	4471	5228
1383	4474	5224
1384	4477	5221
1385	4480	5217
1386	4483	5213
1387	4486	5210
1388	4489	5207
1389	4492	5203
1390	4495	5199
1391	4498	5195
1392	4501	5192
1393	4504	5189
1394	4507	5185
1395	4510	5182
1396	4514	5179
1397	4517	5176
1398	4520	5173
1399	4523	5170
1400	4526	5166
1401	4530	5163
1402	4532	5159
1403	4535	5155
1404	4538	5151
1405	4541	5148
1406	4544	5145
1407	4547	5141
1408	4550	5138
1409	4553	5134
1410	4555	5130
1411	4558	5126
1412	4561	5123
1413	4564	5119
1414	4567	5115
1415	4570	5112
1416	4573	5108
1417	4576	5105
1418	4579	5101
1419	4582	5098
1420	4585	5094
1421	4588	5091
1422	4591	5087
1423	4594	5084
1424	4596	5080
1425	4599	5077
1426	4602	5073
1427	4606	5070
1428	4609	5067
1429	4612	5063
1430	4615	5060
1431	4618	5056
1432	4620	5053
1433	4624	5049
1434	4626	5045
1435	4630	5043
1436	4633	5040
1437	4637	5037
1438	4640	5034
1439	4644	5031
1440	4647	5028
1441	4651	5026
1442	4654	5022
1443	4659	5020
1444	4663	5018
1445	4666	5014
1446	4669	5011
1447	4673	5008
1448	4676	5005
1449	4679	5002
1450	4683	4999
1451	4687	4996
1452	4690	4993
1453	4695	4992
1454	4698	4988
1455	4702	4986
1456	4705	4983
1457	4709	4981
1458	4713	4978
1459	4717	4975
1460	4721	4973
1461	4724	4970
1462	4727	4966
1463	4732	4964
1464	4735	4961
1465	4739	4959
1466	4742	4955
1467	4747	4954
1468	4751	4952
1469	4755	4949
1470	4759	4947
1471	4763	4944
1472	4766	4941
1473	4770	4938
1474	4773	4935
1475	4777	4932
1476	4780	4929
1477	4784	4926
1478	4788	4924
1479	4792	4921
1480	4795	4918
1481	4798	4915
1482	4802	4912
1483	4805	4909
1484	4809	4906
1485	4813	4904
1486	4818	4902
1487	4821	4899
1488	4824	4895
1489	4827	4892
1490	4830	4888
1491	4833	4885
1492	4836	4881
1493	4839	4878
1494	4842	4875
1495	4847	4873
1496	4850	4870
1497	4853	4866
1498	4857	4863
1499	4860	4860
1500	4864	4857
1501	4868	4855
1502	4871	4852
1503	4875	4849
1504	4878	4845
1505	4881	4842
1506	4884	4838
1507	4886	4835
1508	4890	4831
1509	4893	4828
1510	4895	4824
1511	4898	4820
1512	4901	4817
1513	4904	4814
1514	4907	4810
1515	4910	4807
1516	4913	4803
1517	4917	4800
1518	4920	4796
1519	4923	4793
1520	4925	4789
1521	4928	4786
1522	4932	4783
1523	4934	4779
1524	4937	4775
1525	4940	4772
1526	4943	4768
1527	4946	4765
1528	4949	4761
1529	4952	4758
1530	4955	4754
1531	4959	4752
1532	4962	4748
1533	4965	4744
1534	4967	4741
1535	4970	4737
1536	4973	4734
1537	4976	4731
1538	4980	4727
1539	4982	4723
1540	4985	4720
1541	4988	4716
1542	4990	4712
1543	4993	4709
1544	4997	4705
1545	4999	4702
1546	5003	4699
1547	5006	4695
1548	5009	4692
1549	5012	4688
1550	5015	4685
1551	5017	4681
1552	5020	4677
1553	5022	4673
1554	5025	4670
1555	5027	4666
1556	5030	4662
1557	5032	4658
1558	5035	4654
1559	5037	4650
1560	5040	4646
1561	5043	4642
1562	5046	4640
1563	5050	4637
1564	5053	4633
1565	5056	4630
1566	5061	4628
1567	5065	4626
1568	5068	4622
1569	5071	4619
1570	5075	4616
1571	5078	4613
1572	5081	4610
1573	5084	4606
1574	5088	4603
1575	5091	4600
1576	5094	4596
1577	5096	4593
1578	5099	4589
1579	5103	4586
1580	5106	4583
1581	5110	4580
1582	5113	4577
1583	5116	4574
1584	5120	4571
1585	5123	4567
1586	5126	4564
1587	5128	4560
1588	5131	4556
1589	5134	4553
1590	5138	4550
1591	5141	4547
1592	5144	4543
1593	5147	4540
1594	5151	4538
1595	5155	4535
1596	5158	4531
1597	5161	4528
1598	5164	4525
1599	5168	4522
1600	5171	4519
1601	5175	4516
1602	5178	4513
1603	5182	4510
1604	5185	4507
1605	5189	4504
1606	5192	4501
1607	5196	4498
1608	5200	4495
1609	5204	4492
1610	5208	4490
1611	5212	4488
1612	5216	4485
1613	5221	4484
1614	5225	4480
1615	5228	4477
1616	5232	4475
1617	5236	4472
1618	5240	4469
1619	5243	4466
1620	5247	4464
1621	5251	4461
1622	5255	4459
1623	5260	4456
1624	5264	4454
1625	5267	4451
1626	5272	4449
1627	5277	4447
1628	5281	4445
1629	5285	4442
1630	5289	4439
1631	5294	4438
1632	5298	4435
1633	5301	4431
1634	5306	4429
1635	5309	4426
1636	5314	4425
1637	5319	4423
1638	5323	4420
1639	5326	4417
1640	5330	4414
1641	5333	4411
1642	5337	4408
1643	5340	4404
1644	5342	4400
1645	5345	4397
1646	5350	4395
1647	5353	4391
1648	5356	4388
1649	5359	4384
1650	5364	4382
1651	5367	4379
1652	5371	4376
1653	5374	4373
1654	5378	4371
1655	5381	4367
1656	5384	4363
1657	5387	4360
1658	5389	4356
1659	5393	4353
1660	5395	4349
1661	5398	4346
1662	5401	4342
1663	5404	4339
1664	5407	4336
1665	5410	4332
1666	5413	4328
1667	5416	4325
1668	5419	4321
1669	5422	4318
1670	5424	4314
1671	5427	4311
1672	5430	4307
1673	5434	4304
1674	5437	4301
1675	5440	4298
1676	5443	4294
1677	5446	4290
1678	5449	4287
1679	5453	4284
1680	5455	4280
1681	5458	4277
1682	5461	4273
1683	5464	4270
1684	5467	4266
1685	5469	4262
1686	5472	4259
1687	5475	4255
1688	5478	4252
1689	5482	4249
1690	5484	4245
1691	5487	4242
1692	5490	4238
1693	5493	4235
1694	5496	4231
1695	5499	4228
1696	5501	4224
1697	5504	4221
