iter	Passed	Remaining
1698	5508	4217
1699	5510	4214
1700	5513	4210
1701	5516	4206
1702	5518	4203
1703	5522	4199
1704	5524	4196
1705	5527	4192
1706	5530	4189
1707	5533	4185
1708	5536	4182
1709	5539	4178
1710	5542	4175
1711	5544	4171
1712	5547	4168
1713	5550	4164
1714	5553	4161
1715	5556	4157
1716	5559	4154
1717	5562	4150
1718	5565	4147
1719	5567	4143
1720	5570	4139
1721	5573	4136
1722	5575	4132
1723	5579	4129
1724	5582	4125
1725	5584	4122
1726	5587	4118
1727	5590	4115
1728	5593	4111
1729	5596	4108
1730	5599	4104
1731	5602	4101
1732	5606	4098
1733	5609	4095
1734	5613	4092
1735	5615	4088
1736	5618	4085
1737	5622	4082
1738	5625	4079
1739	5629	4076
1740	5631	4072
1741	5636	4070
1742	5640	4067
1743	5643	4064
1744	5647	4061
1745	5650	4058
1746	5654	4055
1747	5658	4052
1748	5661	4049
1749	5664	4046
1750	5667	4042
1751	5670	4039
1752	5673	4036
1753	5676	4032
1754	5680	4029
1755	5683	4026
1756	5686	4023
1757	5689	4019
1758	5693	4017
1759	5696	4013
1760	5699	4010
1761	5702	4006
1762	5704	4002
1763	5709	4000
1764	5712	3997
1765	5715	3993
1766	5718	3990
1767	5721	3987
1768	5724	3983
1769	5728	3980
1770	5731	3977
1771	5735	3974
1772	5737	3970
1773	5740	3967
1774	5743	3963
1775	5745	3959
1776	5748	3956
1777	5751	3952
1778	5754	3949
1779	5757	3945
1780	5759	3942
1781	5762	3938
1782	5765	3935
1783	5768	3931
1784	5771	3928
1785	5773	3924
1786	5776	3921
1787	5780	3918
1788	5783	3914
1789	5785	3911
1790	5788	3907
1791	5791	3903
1792	5794	3900
1793	5797	3897
1794	5800	3894
1795	5803	3890
1796	5806	3887
1797	5810	3884
1798	5813	3881
1799	5816	3877
1800	5820	3874
1801	5823	3871
1802	5826	3868
1803	5829	3864
1804	5832	3861
1805	5836	3858
1806	5839	3855
1807	5842	3852
1808	5845	3848
1809	5849	3845
1810	5852	3842
1811	5855	3839
1812	5859	3836
1813	5862	3833
1814	5866	3830
1815	5870	3827
1816	5873	3824
1817	5877	3821
1818	5880	3817
1819	5883	3814
1820	5886	3811
1821	5890	3808
1822	5893	3804
1823	5896	3801
1824	5899	3798
1825	5902	3794
1826	5905	3791
1827	5909	3788
1828	5912	3785
1829	5916	3782
1830	5919	3779
1831	5922	3775
1832	5925	3772
1833	5927	3768
1834	5930	3765
1835	5933	3761
1836	5935	3757
1837	5938	3754
1838	5941	3750
1839	5944	3747
1840	5947	3744
1841	5950	3740
1842	5953	3737
1843	5955	3733
1844	5958	3730
1845	5961	3726
1846	5964	3723
1847	5967	3720
1848	5970	3716
1849	5973	3713
1850	5975	3709
1851	5978	3705
1852	5981	3702
1853	5984	3698
1854	5986	3695
1855	5989	3691
1856	5992	3688
1857	5995	3685
1858	5999	3682
1859	6002	3678
1860	6004	3675
1861	6008	3672
1862	6011	3668
1863	6014	3665
1864	6017	3661
1865	6019	3658
1866	6023	3655
1867	6026	3652
1868	6029	3648
1869	6032	3645
1870	6035	3641
1871	6038	3638
1872	6041	3635
1873	6044	3631
1874	6047	3628
1875	6050	3624
1876	6053	3622
1877	6058	3619
1878	6061	3616
1879	6064	3613
1880	6068	3609
1881	6072	3607
1882	6075	3603
1883	6078	3600
1884	6082	3597
1885	6086	3595
1886	6090	3592
1887	6094	3589
1888	6098	3586
1889	6102	3584
1890	6106	3581
1891	6109	3577
1892	6112	3574
1893	6117	3572
1894	6120	3569
1895	6123	3565
1896	6126	3562
1897	6130	3559
1898	6133	3555
1899	6136	3552
1900	6139	3549
1901	6142	3545
1902	6145	3542
1903	6148	3539
1904	6151	3535
1905	6155	3532
1906	6159	3530
1907	6162	3527
1908	6166	3523
1909	6169	3520
1910	6174	3518
1911	6177	3515
1912	6180	3511
1913	6183	3508
1914	6187	3505
1915	6191	3503
1916	6195	3499
1917	6198	3496
1918	6201	3493
1919	6204	3490
1920	6207	3486
1921	6210	3483
1922	6212	3479
1923	6215	3476
1924	6218	3472
1925	6221	3469
1926	6224	3466
1927	6227	3462
1928	6231	3459
1929	6235	3456
1930	6238	3453
1931	6242	3450
1932	6245	3447
1933	6249	3444
1934	6252	3441
1935	6255	3438
1936	6259	3434
1937	6263	3432
1938	6266	3429
1939	6270	3425
1940	6273	3422
1941	6277	3419
1942	6280	3416
1943	6283	3413
1944	6287	3410
1945	6291	3407
1946	6295	3404
1947	6298	3401
1948	6301	3398
1949	6304	3394
1950	6308	3391
1951	6311	3388
1952	6314	3384
1953	6317	3381
1954	6321	3378
1955	6324	3375
1956	6327	3372
1957	6330	3368
1958	6333	3365
1959	6336	3362
1960	6339	3358
1961	6342	3355
1962	6345	3352
1963	6348	3348
1964	6351	3345
1965	6354	3342
1966	6357	3338
1967	6360	3335
1968	6363	3331
1969	6366	3328
1970	6369	3325
1971	6372	3321
1972	6375	3318
1973	6377	3314
1974	6381	3311
1975	6384	3308
1976	6387	3305
1977	6390	3301
1978	6392	3298
1979	6396	3294
1980	6399	3291
1981	6402	3288
1982	6405	3285
1983	6408	3281
1984	6412	3278
1985	6415	3275
1986	6418	3272
1987	6421	3269
1988	6424	3265
1989	6427	3262
1990	6431	3259
1991	6434	3256
1992	6437	3252
1993	6440	3249
1994	6443	3246
1995	6447	3242
1996	6450	3239
1997	6454	3236
1998	6457	3233
1999	6461	3230
2000	6464	3227
2001	6468	3224
2002	6471	3221
2003	6475	3218
2004	6478	3215
2005	6482	3212
2006	6486	3209
2007	6491	3206
2008	6494	3203
2009	6498	3200
2010	6503	3198
2011	6507	3195
2012	6510	3192
2013	6513	3189
2014	6516	3185
2015	6520	3182
2016	6523	3179
2017	6527	3176
2018	6529	3172
2019	6533	3169
2020	6536	3166
2021	6539	3163
2022	6542	3159
2023	6545	3156
2024	6548	3152
2025	6552	3150
2026	6555	3146
2027	6558	3143
2028	6562	3140
2029	6566	3137
2030	6569	3134
2031	6572	3130
2032	6575	3127
2033	6578	3124
2034	6581	3121
2035	6585	3118
2036	6588	3114
2037	6592	3111
2038	6595	3108
2039	6598	3105
2040	6600	3101
2041	6605	3099
2042	6609	3096
2043	6613	3092
2044	6615	3089
2045	6618	3086
2046	6621	3082
2047	6623	3079
2048	6626	3075
2049	6629	3072
2050	6632	3068
2051	6635	3065
2052	6638	3062
2053	6641	3058
2054	6644	3055
2055	6647	3051
2056	6650	3048
2057	6652	3045
2058	6655	3041
2059	6658	3038
2060	6661	3034
2061	6664	3031
2062	6667	3028
2063	6670	3024
2064	6672	3021
2065	6674	3017
2066	6677	3014
2067	6680	3010
2068	6683	3007
2069	6686	3004
2070	6689	3000
2071	6692	2997
2072	6695	2994
2073	6698	2990
2074	6701	2987
2075	6704	2984
2076	6707	2980
2077	6710	2977
2078	6712	2973
2079	6715	2970
2080	6718	2967
2081	6721	2963
2082	6724	2960
2083	6727	2957
2084	6730	2953
2085	6733	2950
2086	6736	2947
2087	6740	2944
2088	6743	2940
2089	6746	2937
2090	6749	2934
2091	6752	2930
2092	6755	2927
2093	6757	2923
2094	6761	2920
2095	6764	2917
2096	6768	2914
2097	6772	2911
2098	6774	2908
2099	6778	2904
2100	6780	2901
2101	6783	2898
2102	6786	2894
2103	6789	2891
2104	6793	2888
2105	6796	2885
2106	6799	2881
2107	6802	2878
2108	6804	2874
2109	6807	2871
2110	6811	2868
2111	6814	2865
2112	6817	2861
2113	6821	2858
2114	6825	2855
2115	6828	2852
2116	6832	2849
2117	6835	2846
2118	6838	2843
2119	6841	2839
2120	6844	2836
2121	6847	2833
2122	6850	2830
2123	6854	2826
2124	6857	2823
2125	6860	2820
2126	6864	2817
2127	6868	2814
2128	6873	2812
2129	6877	2809
2130	6880	2805
2131	6884	2803
2132	6887	2799
2133	6891	2796
2134	6893	2793
2135	6898	2790
2136	6901	2787
2137	6906	2784
2138	6909	2781
2139	6914	2778
2140	6916	2775
2141	6920	2771
2142	6924	2769
2143	6928	2766
2144	6931	2762
2145	6934	2759
2146	6937	2756
2147	6940	2752
2148	6943	2749
2149	6946	2746
2150	6950	2743
2151	6953	2739
2152	6956	2736
2153	6959	2733
2154	6962	2729
2155	6965	2726
2156	6968	2723
2157	6972	2720
2158	6975	2717
2159	6978	2713
2160	6981	2710
2161	6986	2707
2162	6989	2704
2163	6993	2701
2164	6997	2698
2165	7000	2695
2166	7003	2692
2167	7006	2688
2168	7009	2685
2169	7013	2682
2170	7016	2679
2171	7019	2676
2172	7022	2672
2173	7026	2669
2174	7029	2666
2175	7032	2663
2176	7035	2659
2177	7039	2656
2178	7042	2653
2179	7045	2650
2180	7048	2646
2181	7051	2643
2182	7055	2640
2183	7058	2637
2184	7061	2633
2185	7064	2630
2186	7067	2627
2187	7070	2624
2188	7074	2620
2189	7077	2617
2190	7081	2614
2191	7084	2611
2192	7088	2608
2193	7091	2605
2194	7095	2602
2195	7099	2599
2196	7103	2596
2197	7106	2593
2198	7112	2590
2199	7115	2587
2200	7119	2584
2201	7122	2581
2202	7127	2578
2203	7131	2575
2204	7134	2572
2205	7138	2569
2206	7141	2565
2207	7144	2562
2208	7147	2559
2209	7150	2555
2210	7152	2552
2211	7155	2549
2212	7158	2545
2213	7160	2542
2214	7163	2538
2215	7166	2535
2216	7168	2531
2217	7171	2528
2218	7174	2524
2219	7176	2521
2220	7179	2518
2221	7182	2514
2222	7185	2511
2223	7187	2508
2224	7190	2504
2225	7193	2501
2226	7196	2497
2227	7199	2494
2228	7202	2491
2229	7206	2488
2230	7209	2485
2231	7213	2481
2232	7216	2478
2233	7218	2475
2234	7221	2471
2235	7225	2468
2236	7228	2465
2237	7231	2462
2238	7235	2459
2239	7238	2455
2240	7240	2452
2241	7243	2449
2242	7247	2445
2243	7250	2442
2244	7254	2439
2245	7257	2436
2246	7260	2433
2247	7263	2429
2248	7267	2426
2249	7270	2423
2250	7273	2420
2251	7276	2416
2252	7279	2413
2253	7283	2410
2254	7286	2407
2255	7289	2403
2256	7292	2400
2257	7295	2397
2258	7299	2394
2259	7302	2391
2260	7305	2387
2261	7308	2384
2262	7312	2381
2263	7315	2378
2264	7318	2374
2265	7321	2371
2266	7325	2368
2267	7328	2365
2268	7332	2362
2269	7335	2358
2270	7338	2355
2271	7341	2352
2272	7344	2349
2273	7347	2345
2274	7350	2342
2275	7353	2339
2276	7356	2335
2277	7360	2332
2278	7362	2329
2279	7365	2325
2280	7368	2322
2281	7371	2319
2282	7374	2316
2283	7377	2312
2284	7380	2309
2285	7382	2305
2286	7385	2302
2287	7388	2299
2288	7392	2296
2289	7395	2292
2290	7397	2289
2291	7401	2286
2292	7403	2282
2293	7406	2279
2294	7409	2275
2295	7411	2272
2296	7414	2269
2297	7417	2265
2298	7421	2262
2299	7424	2259
2300	7427	2256
2301	7430	2253
2302	7433	2249
2303	7436	2246
2304	7439	2243
2305	7442	2239
2306	7445	2236
2307	7448	2233
2308	7451	2230
2309	7455	2227
2310	7458	2223
2311	7461	2220
2312	7464	2217
2313	7467	2213
2314	7472	2211
2315	7475	2207
2316	7478	2204
2317	7481	2201
2318	7484	2197
2319	7487	2194
2320	7490	2191
2321	7492	2187
2322	7495	2184
2323	7499	2181
2324	7502	2178
2325	7505	2174
2326	7509	2171
2327	7512	2168
2328	7515	2165
2329	7518	2162
2330	7521	2158
2331	7525	2155
2332	7529	2152
2333	7532	2149
2334	7535	2145
2335	7538	2142
2336	7542	2139
2337	7545	2136
2338	7549	2133
2339	7551	2130
2340	7554	2126
2341	7558	2123
2342	7560	2120
2343	7563	2116
2344	7566	2113
2345	7569	2110
2346	7572	2106
2347	7575	2103
2348	7578	2100
2349	7581	2096
2350	7584	2093
2351	7587	2090
2352	7590	2087
2353	7593	2083
2354	7596	2080
2355	7599	2077
2356	7602	2074
2357	7605	2070
2358	7608	2067
2359	7611	2064
2360	7614	2060
2361	7617	2057
2362	7620	2054
2363	7623	2051
2364	7626	2047
2365	7630	2044
2366	7633	2041
2367	7635	2037
2368	7638	2034
2369	7642	2031
2370	7645	2028
2371	7648	2024
2372	7651	2021
2373	7654	2018
2374	7657	2015
2375	7660	2011
2376	7663	2008
2377	7666	2005
2378	7670	2002
2379	7673	1999
2380	7676	1995
2381	7680	1992
2382	7682	1989
2383	7685	1985
2384	7689	1982
2385	7692	1979
2386	7695	1976
2387	7698	1973
2388	7701	1969
2389	7704	1966
2390	7708	1963
2391	7711	1960
2392	7714	1956
2393	7716	1953
2394	7720	1950
2395	7723	1946
2396	7726	1943
2397	7728	1940
2398	7731	1936
2399	7734	1933
2400	7737	1930
2401	7739	1926
2402	7742	1923
2403	7745	1920
2404	7747	1916
2405	7751	1913
2406	7753	1910
2407	7756	1906
2408	7759	1903
2409	7761	1900
2410	7764	1896
2411	7767	1893
2412	7770	1890
2413	7773	1887
2414	7776	1883
2415	7779	1880
2416	7782	1877
2417	7785	1873
2418	7788	1870
2419	7791	1867
2420	7794	1864
2421	7798	1861
2422	7801	1857
2423	7803	1854
2424	7806	1851
2425	7811	1848
2426	7814	1844
2427	7817	1841
2428	7821	1838
2429	7824	1835
2430	7827	1832
2431	7830	1828
2432	7833	1825
2433	7837	1822
2434	7840	1819
2435	7843	1815
2436	7846	1812
2437	7848	1809
2438	7851	1806
2439	7855	1802
2440	7858	1799
2441	7861	1796
2442	7864	1793
2443	7868	1789
2444	7871	1786
2445	7873	1783
2446	7876	1780
2447	7880	1776
2448	7884	1773
2449	7887	1770
2450	7890	1767
2451	7893	1764
2452	7898	1761
2453	7901	1758
2454	7905	1754
2455	7908	1751
2456	7913	1748
2457	7921	1746
2458	7925	1743
2459	7929	1740
2460	7933	1737
2461	7936	1734
2462	7941	1731
2463	7945	1728
2464	7948	1725
2465	7952	1721
2466	7955	1718
2467	7959	1715
2468	7962	1712
2469	7965	1709
2470	7968	1705
2471	7971	1702
2472	7976	1699
2473	7978	1696
2474	7982	1693
2475	7986	1690
2476	7989	1686
2477	7992	1683
2478	7996	1680
2479	8000	1677
2480	8004	1674
2481	8008	1671
2482	8011	1668
2483	8015	1665
2484	8020	1662
2485	8023	1658
2486	8027	1655
2487	8030	1652
2488	8033	1649
2489	8036	1646
2490	8040	1642
2491	8043	1639
2492	8046	1636
2493	8050	1633
2494	8053	1630
2495	8056	1626
2496	8059	1623
2497	8062	1620
2498	8065	1616
2499	8068	1613
2500	8072	1610
2501	8075	1607
2502	8078	1604
2503	8081	1600
2504	8084	1597
2505	8087	1594
2506	8090	1591
2507	8093	1587
2508	8096	1584
2509	8100	1581
2510	8103	1578
2511	8106	1574
2512	8109	1571
2513	8111	1568
2514	8115	1565
2515	8118	1561
2516	8122	1558
2517	8124	1555
2518	8128	1552
2519	8131	1548
2520	8134	1545
2521	8137	1542
2522	8142	1539
2523	8145	1536
2524	8148	1532
2525	8152	1529
2526	8155	1526
2527	8158	1523
2528	8161	1520
2529	8165	1516
2530	8168	1513
2531	8172	1510
2532	8175	1507
2533	8178	1504
2534	8181	1500
2535	8184	1497
2536	8187	1494
2537	8191	1491
2538	8193	1487
2539	8197	1484
2540	8200	1481
2541	8203	1478
2542	8207	1474
2543	8210	1471
2544	8214	1468
2545	8217	1465
2546	8221	1462
2547	8224	1458
2548	8227	1455
2549	8230	1452
2550	8234	1449
2551	8237	1446
2552	8240	1442
2553	8244	1439
2554	8248	1436
2555	8251	1433
2556	8255	1430
2557	8259	1427
2558	8263	1424
2559	8266	1420
2560	8270	1417
2561	8277	1415
2562	8281	1412
2563	8285	1408
2564	8291	1406
2565	8295	1403
2566	8299	1399
2567	8304	1396
2568	8308	1393
2569	8312	1390
2570	8320	1388
2571	8325	1385
2572	8330	1382
2573	8337	1379
2574	8342	1376
2575	8349	1374
2576	8353	1371
2577	8357	1368
2578	8361	1364
2579	8363	1361
2580	8367	1358
2581	8370	1355
2582	8375	1352
2583	8378	1348
2584	8382	1345
2585	8385	1342
2586	8389	1339
2587	8393	1336
2588	8396	1332
2589	8400	1329
2590	8404	1326
2591	8408	1323
2592	8412	1320
2593	8415	1317
2594	8419	1314
2595	8423	1310
2596	8426	1307
2597	8430	1304
2598	8435	1301
2599	8438	1298
2600	8441	1294
2601	8445	1291
2602	8449	1288
2603	8452	1285
2604	8455	1282
2605	8458	1278
2606	8461	1275
2607	8464	1272
2608	8467	1269
2609	8471	1265
2610	8474	1262
2611	8477	1259
2612	8480	1256
2613	8484	1252
2614	8487	1249
2615	8490	1246
2616	8494	1243
2617	8497	1239
2618	8499	1236
2619	8503	1233
2620	8506	1230
2621	8509	1226
2622	8512	1223
2623	8515	1220
2624	8518	1216
2625	8521	1213
2626	8524	1210
2627	8527	1207
2628	8530	1203
2629	8533	1200
2630	8537	1197
2631	8540	1194
2632	8543	1190
2633	8547	1187
2634	8550	1184
2635	8553	1181
2636	8556	1177
2637	8560	1174
2638	8563	1171
2639	8566	1168
2640	8569	1164
2641	8572	1161
2642	8576	1158
2643	8578	1155
2644	8581	1151
2645	8585	1148
2646	8587	1145
2647	8591	1142
2648	8594	1138
2649	8599	1135
2650	8602	1132
2651	8605	1129
2652	8608	1126
2653	8611	1122
2654	8615	1119
2655	8618	1116
2656	8621	1112
2657	8624	1109
2658	8627	1106
2659	8631	1103
2660	8634	1100
2661	8637	1096
2662	8640	1093
2663	8644	1090
2664	8647	1087
2665	8651	1083
2666	8654	1080
2667	8658	1077
2668	8661	1074
2669	8665	1070
2670	8668	1067
2671	8671	1064
2672	8675	1061
2673	8679	1058
2674	8682	1054
2675	8686	1051
2676	8689	1048
2677	8693	1045
2678	8696	1042
2679	8699	1038
2680	8702	1035
2681	8706	1032
2682	8711	1029
2683	8714	1026
2684	8718	1022
2685	8721	1019
2686	8724	1016
2687	8727	1013
2688	8730	1009
2689	8734	1006
2690	8737	1003
2691	8740	1000
2692	8743	996
2693	8748	993
2694	8751	990
2695	8754	987
2696	8757	983
2697	8760	980
2698	8764	977
2699	8767	974
2700	8770	970
2701	8773	967
2702	8776	964
2703	8779	961
2704	8782	957
2705	8785	954
2706	8788	951
2707	8791	948
2708	8795	944
2709	8798	941
2710	8801	938
2711	8805	935
2712	8807	931
2713	8811	928
2714	8814	925
2715	8817	921
2716	8820	918
2717	8824	915
2718	8827	912
2719	8831	909
2720	8834	905
2721	8838	902
2722	8841	899
2723	8844	896
2724	8848	892
2725	8851	889
2726	8855	886
2727	8858	883
2728	8862	880
2729	8865	876
2730	8869	873
2731	8872	870
2732	8876	867
2733	8880	863
2734	8883	860
2735	8887	857
2736	8890	854
2737	8894	851
2738	8897	847
2739	8900	844
2740	8904	841
2741	8907	838
2742	8910	834
2743	8913	831
2744	8916	828
2745	8919	825
2746	8923	821
2747	8926	818
2748	8931	815
2749	8934	812
2750	8937	808
2751	8940	805
2752	8943	802
2753	8946	799
2754	8950	795
2755	8954	792
2756	8957	789
2757	8962	786
2758	8965	783
2759	8969	779
2760	8973	776
2761	8976	773
2762	8979	770
2763	8983	767
2764	8987	763
2765	8991	760
2766	8994	757
2767	8997	754
2768	9000	750
2769	9004	747
2770	9007	744
2771	9010	741
2772	9013	737
2773	9017	734
2774	9020	731
2775	9023	728
2776	9026	724
2777	9029	721
2778	9032	718
2779	9035	715
2780	9038	711
2781	9041	708
2782	9044	705
2783	9047	701
2784	9050	698
2785	9053	695
2786	9056	692
2787	9059	688
2788	9063	685
2789	9067	682
2790	9070	679
2791	9073	675
2792	9077	672
2793	9081	669
2794	9084	666
2795	9087	663
2796	9090	659
2797	9093	656
2798	9096	653
2799	9099	649
2800	9102	646
2801	9106	643
2802	9109	640
2803	9112	636
2804	9116	633
2805	9119	630
2806	9122	627
2807	9126	624
2808	9129	620
2809	9132	617
2810	9136	614
2811	9139	611
2812	9141	607
2813	9145	604
2814	9148	601
2815	9151	597
2816	9154	594
2817	9157	591
2818	9160	588
2819	9163	584
2820	9166	581
2821	9169	578
2822	9172	575
2823	9176	571
2824	9179	568
2825	9182	565
2826	9185	562
2827	9188	558
2828	9191	555
2829	9194	552
2830	9197	549
2831	9200	545
2832	9203	542
2833	9206	539
2834	9209	536
2835	9213	532
2836	9215	529
2837	9219	526
2838	9222	523
2839	9225	519
2840	9228	516
2841	9231	513
2842	9234	509
2843	9238	506
2844	9241	503
2845	9244	500
2846	9248	497
2847	9252	493
2848	9255	490
2849	9258	487
2850	9262	484
2851	9266	480
2852	9269	477
2853	9272	474
2854	9275	471
2855	9280	467
2856	9283	464
2857	9287	461
2858	9292	458
2859	9297	455
2860	9301	451
2861	9304	448
2862	9309	445
2863	9313	442
2864	9317	439
2865	9322	435
2866	9328	432
2867	9332	429
2868	9336	426
2869	9340	423
2870	9344	419
2871	9348	416
2872	9353	413
2873	9357	410
2874	9361	407
2875	9365	403
2876	9368	400
2877	9371	397
2878	9374	394
2879	9377	390
2880	9381	387
2881	9385	384
2882	9388	381
2883	9391	377
2884	9395	374
2885	9398	371
2886	9401	367
2887	9403	364
2888	9406	361
2889	9410	358
2890	9413	354
2891	9416	351
2892	9419	348
2893	9422	345
2894	9425	341
2895	9428	338
2896	9431	335
2897	9434	332
2898	9437	328
2899	9440	325
2900	9443	322
2901	9446	319
2902	9449	315
2903	9452	312
2904	9455	309
2905	9458	305
2906	9461	302
2907	9464	299
2908	9467	296
2909	9470	292
2910	9473	289
2911	9476	286
2912	9479	283
2913	9482	279
2914	9485	276
2915	9488	273
2916	9491	270
2917	9494	266
2918	9498	263
2919	9501	260
2920	9504	257
2921	9507	253
2922	9510	250
2923	9513	247
2924	9516	244
2925	9519	240
2926	9522	237
2927	9526	234
2928	9529	230
2929	9532	227
2930	9535	224
2931	9538	221
2932	9541	217
2933	9544	214
2934	9547	211
2935	9550	208
2936	9553	204
2937	9556	201
2938	9559	198
2939	9562	195
2940	9565	191
2941	9569	188
2942	9572	185
2943	9574	182
2944	9577	178
2945	9580	175
2946	9584	172
2947	9587	169
2948	9590	165
2949	9593	162
2950	9596	159
2951	9599	156
2952	9602	152
2953	9606	149
2954	9608	146
2955	9611	143
2956	9614	139
2957	9616	136
2958	9619	133
2959	9623	130
2960	9627	126
2961	9630	123
2962	9633	120
2963	9636	117
2964	9640	113
2965	9643	110
2966	9646	107
2967	9650	104
2968	9653	100
2969	9656	97
2970	9659	94
2971	9663	91
2972	9667	87
2973	9670	84
2974	9674	81
2975	9679	78
2976	9684	74
2977	9689	71
2978	9694	68
2979	9698	65
2980	9702	61
2981	9707	58
2982	9711	55
2983	9715	52
2984	9720	48
2985	9724	45
2986	9728	42
2987	9732	39
2988	9736	35
2989	9740	32
2990	9744	29
2991	9748	26
2992	9752	22
2993	9756	19
2994	9759	16
2995	9764	13
2996	9767	9
2997	9770	6
2998	9774	3
2999	9780	0
