factory,target,item_code,nonzero_days,total_kg,pearson,spearman,mix_adjusted,pearson_lag1,item_name,category1,category2
광주,전력,122975,70,133251.0,0.15491961684667346,0.19744922856875738,0.14533192357056204,0.02420641114575323,요플레 토핑 크런치초코120(12)I,냉장,FM
광주,전력,123010,275,1029233.0,0.15356372965159726,0.06297624632158788,0.1312135441676183,0.008200942571988423,요플레 플레인8입85(32)I,냉장,FM
광주,전력,122656,134,70778.0,0.14301340985001257,0.130583141101297,0.12455455521152148,-0.10032687930938708,짜먹는요거바 포도40(12)V,냉장,FM
광주,전력,130300,149,877302.0,0.07757883838025453,-0.0015758199923470886,0.12362755411423128,0.08421383385351495,야채타임70(16),상온,SN
광주,전력,123014,160,52322.0,0.09232781196930924,0.15916144094498538,0.11362509996911048,0.1046479297088056,요플레 클래식85(32)I,냉장,FM
광주,전력,123036,100,290155.0,0.11271240778805847,0.12623212742701911,0.11128305804052684,-0.11256678046226466,닥터캡슐1000 복분자130(32)I,냉장,FM
광주,전력,130330,47,289340.0,0.12751120199234164,0.12091005491895138,0.10165385085713936,-0.05414246287081851,꽃게랑 불짬뽕70(16),상온,SN
광주,전력,130334,31,44841.0,0.10328531887004652,0.10109872269938373,0.10125923072070761,0.011479769168351061,꽃게랑WASABI 143(8),상온,SN
광주,전력,122983,161,562655.0,0.11118208570176225,0.07071854758138914,0.09488022973990022,0.12677698580822666,요플레 딸기16입85(32)I,냉장,FM
광주,전력,123037,57,48670.0,0.07810791810535622,0.08442161986410868,0.09319812737204984,-0.01346556939555923,닥터캡슐1000 복분자4입130(32)I,냉장,FM
광주,전력,130301,60,351817.0,0.07671954449795208,0.041532488545209426,0.08383348041776906,0.048206549626742694,쟈키쟈키70(16),상온,SN
광주,전력,130333,42,214708.0,0.08537738772098807,0.08011490094699758,0.07682973766409433,0.00870026340781523,꽃게랑WASABI 70(16),상온,SN
광주,전력,130298,45,251501.0,0.056457100794498706,0.033816955307639396,0.0741492147832665,0.018092931699276518,베이컨칩70(16),상온,SN
광주,전력,122982,93,106396.0,0.059199445086087155,0.028415504597749313,0.06625478579258483,-0.007421023256912715,요플레 딸기8입85(32)I,냉장,FM
광주,전력,123079,40,75028.0,0.07397377439624206,0.04998203259928059,0.0647080981211585,0.03744603594295349,요플레 제로 플립 초코링 120(12),냉장,FM
광주,전력,129999,73,387540.0,0.0733133449125658,0.07783713220507567,0.06222471974140577,-0.008400888232260628,생크림(35%)(수),냉장,FM
광주,전력,129998,54,259860.0,0.06213111327045647,0.04496248464212558,0.053871581324760234,0.012309015401963067,탈지분유(수),냉장,FM
광주,전력,123070,60,58979.0,0.04873513127195829,0.00256017327361552,0.04701402540386462,-0.05039209856645208,닥터캡슐 당프로젝트130(32),냉장,FM
광주,전력,123089,83,74399.0,0.06779606819177905,0.002150853220568308,0.04543097515243132,0.05964275909706746,요플레 플레인85(50)_기내식I,냉장,FM
광주,전력,123123,102,237766.0,0.032212715668395966,-0.0437399870242073,0.04329900663487447,0.0013833110384256205,짜먹는키즈 딸기40(18)I,냉장,FM
광주,전력,123069,61,76036.0,0.024355129602516536,-0.004714577546177282,0.0347359351827238,-0.05245463356469362,닥터캡슐 위프로젝트130(32),냉장,FM
광주,전력,122991,115,111041.0,0.052800404812027156,0.0005750567541974226,0.03404137519265361,-0.2373255788369658,요플레 골드키위85(32)I,냉장,FM
광주,전력,122997,59,34593.0,0.03462520967793665,0.03253505513473902,0.01171472177465496,0.02498320241849436,요플레 딸기85(50)_기내식I,냉장,FM
광주,전력,122979,90,128787.0,0.01797320903910947,-0.017902333406167176,0.007216359227251151,-0.05560623763976991,Only3 플레인4입130(32)I,냉장,FM
광주,전력,123107,33,14828.0,0.0001039442869407795,-0.036629237899871187,0.006758693053844953,-0.0036024757679318405,닥터캡슐1000 복숭아4입130(32),냉장,FM
광주,전력,123124,70,125905.0,0.04497139652311693,-0.02489344559745913,0.0045952790717848505,-0.01099153052058446,짜먹는키즈 포도40(18)I,냉장,FM
광주,전력,123106,40,230858.0,0.023206604915242374,-0.04339251812563865,-0.00251298940329206,-0.022216041788581446,닥터캡슐1000 복숭아130(32),냉장,FM
논산,연료,112748,253,5188536.0,0.1981893843051278,0.13268487331938836,-0.31396083462064944,-0.15604434567901274,비비빅(40) G,냉동,IC
논산,연료,122946,589,955682.0,0.5769169645254484,0.4396037093239419,0.24352105593992612,-0.044341535393346586,바나나맛우유240(지)I,냉장,MY
논산,연료,122944,588,8225799.0,0.5887581454689984,0.4106854144147388,0.2341873822860104,-0.011452175649427812,바나나맛우유멀티240(32)I,냉장,MY
논산,연료,122943,591,8206876.0,0.557053328670674,0.39949385434088885,0.23107677916686886,0.011187409309667197,바나나맛우유240(32)I,냉장,MY
논산,연료,121204,238,3365589.0,0.33642047927906743,0.3837316352007934,0.22894139849962802,0.2047440801375168,E바나나맛우유멀티240(32)_중국,냉장,MY
논산,연료,112715,445,6522633.0,0.3073326415491526,0.2029132864264119,-0.21851476209768644,-0.19790314288056363,떡붕어싸만코(30)B,냉동,IC
논산,연료,121251,235,2514578.0,0.33368472770336133,0.38410157020043645,0.20772666228406245,0.19880821378518929,E딸기맛우유멀티240(32)_중국,냉장,MY
논산,연료,112747,211,4154299.0,0.23106917993969134,0.18471263324827056,-0.1824006083930615,-0.07571160888818303,메로나(40) G,냉동,IC
논산,연료,122948,517,4656605.0,0.5460682727844272,0.46447882126803186,0.12593874155305135,-0.0843004656213806,딸기맛우유멀티240(32)I,냉장,MY
논산,연료,112781,31,359446.0,0.06361168568852546,0.10124351511518392,0.1051141640444995,0.045245084869482304,E참붕어 딸기 북미용(24),냉동,IC
논산,연료,112875,75,984720.0,0.11758717363746048,0.08748173020914377,-0.10495706922861059,-0.02637605825336464,생귤탱귤 제로(40),냉동,IC
논산,연료,112755,182,3214215.0,0.23375794358951735,0.22453516453690597,-0.09733248546964196,0.025115930878274052,캔디바(40) G,냉동,IC
논산,연료,112516,33,423555.0,0.11101041095181366,0.14350273967760113,0.09194040340662007,-0.005330334773557915,E메로나 메론8입(64)_미국,냉동,IC
논산,연료,112749,108,1380294.0,0.1215376452705446,0.06646187458575192,-0.09058000087544522,-0.09179236914566787,쿠앤크바(40) G,냉동,IC
논산,연료,112442,39,537325.0,0.1268194001343054,0.1296700042218747,0.09030584628485822,0.053770290733218304,E비비빅8입(64)_미국,냉동,IC
논산,연료,112780,35,304076.0,0.06041845703557545,0.08383955990062364,0.09023034870880166,-0.0044975105813385855,E참붕어 북미용(24),냉동,IC
논산,연료,122947,525,8714695.0,0.5403111516559597,0.4123647654270889,0.08980045098665507,-0.178913446946135,딸기맛우유240(32)I,냉장,MY
논산,연료,112782,35,352458.0,0.058785852267020475,0.05884597820242044,0.0853216851861579,-0.020034649810278013,E참붕어 초코 북미용(24),냉동,IC
논산,연료,112731,126,1639227.0,0.12529274930432224,0.06871816883934595,-0.07338413749122522,-0.10052605601808699,호두과자 붕어싸만코(30)B,냉동,IC
논산,연료,112756,123,1737805.0,0.16102924400600427,0.13558282448307615,-0.0705214800182004,-0.08275067202339985,생귤탱귤 감귤(40) G,냉동,IC
논산,연료,112769,31,397832.0,0.07634776710732373,0.052899748559775216,-0.06961433508499285,0.012009604008717105,비비빅 8입 멀티(64) G,냉동,IC
논산,연료,122949,507,621959.0,0.3039112000105527,0.4026169941013357,0.06632619991748637,-0.09968477894744841,딸기맛우유240(지)I,냉장,MY
논산,연료,123047,43,150150.0,0.14170645041586247,0.14508919738526177,0.06405012596109759,0.043313717494818896,E고구마맛우유멀티240(32)_중국(지),냉장,MY
논산,연료,112751,54,775245.0,0.05823717169012985,0.04602706632038505,-0.0607174671343578,-0.09230637466532174,요맘때바 딸기(40) G,냉동,IC
논산,연료,112904,81,1374925.0,0.1995663630372611,0.25067326602668877,0.05851038918982627,0.0697435150431202,요맘때바 블루베리(40) G,냉동,IC
논산,연료,112745,41,250188.0,0.07632979846322863,0.035540100225455375,0.05843586347487155,-0.017481679915735317,엑설런트 콘 오리지널(15)A,냉동,IC
논산,연료,112830,56,844572.0,0.15426230409232858,0.15133201308282512,0.05137238918544879,0.019023425984119838,요맘때카톤 블루베리(6) I,냉동,IC
논산,연료,112824,74,1067823.0,0.151175662485242,0.1725311764100451,0.03960408434510574,-0.02217502993315509,투게더 초콜릿(6) I,냉동,IC
논산,연료,112762,39,399861.0,0.11670671063381524,0.09886481732757248,-0.03405074349527822,0.037434220046062214,슈퍼콘 쿠앤크(24) C,냉동,IC
논산,연료,112754,145,1655590.0,0.17865250126635376,0.16621560188300552,-0.03299351560825804,-0.03383366107610862,까페오레(40) G,냉동,IC
논산,연료,112823,62,890223.0,0.12452328206089408,0.129295652068747,0.029466400191844808,0.0013516143581593421,투게더 스트로베리(6) I,냉동,IC
논산,연료,112825,36,516841.0,0.07450009682245265,0.04398510017017385,-0.024741256800071994,-0.07932420704390021,투게더 프럴린(6) I,냉동,IC
논산,연료,112753,61,1002881.0,0.1469679572633274,0.16886066594713603,0.018023809915988297,0.016033445016214832,요맘때바 복숭아(40) G,냉동,IC
논산,연료,112872,30,418560.0,0.060385890108651856,0.02347218221152783,0.014961125863664269,-0.09834099091248746,요맘때카톤 허니플레인(6) I,냉동,IC
논산,연료,112761,67,793011.0,0.14028667468612352,0.13115522478030228,0.014784256906030156,-0.025935932053815686,슈퍼콘 초코(24) C,냉동,IC
논산,연료,112752,87,1405814.0,0.1417857289063087,0.11357062497375359,0.01049897488630246,-0.006078350664303962,요맘때바 플레인(40) G,냉동,IC
논산,연료,112826,513,4178776.0,0.4681311116008076,0.4132565759105106,0.007859726737721525,-0.15636044092725554,엑설런트 오리지널(8) I,냉동,IC
논산,연료,112763,39,450461.0,0.1124944239960747,0.10530593444413107,-0.00764326448584343,-0.016023987853655497,슈퍼콘 민트초코칩(24) C,냉동,IC
논산,연료,112775,42,515477.0,0.09993353254892484,0.1008262072126664,0.0023694547787901075,-0.03407713836032873,E메로나 메론8입(64)_호주유럽(P),냉동,IC
논산,연료,112831,41,644016.0,0.09845280235781179,0.09408028615214112,0.0011081932963439682,-0.021112242101398285,요맘때카톤 딸기(6) I,냉동,IC
논산,용수,122947,525,8714695.0,0.4185949742675464,0.352066921887307,-0.1890439242039436,-0.1181564505701619,딸기맛우유240(32)I,냉장,MY
논산,용수,112904,81,1374925.0,0.2523748359752244,0.2561343287256144,0.15632583188151242,0.1591299550529902,요맘때바 블루베리(40) G,냉동,IC
논산,용수,122948,517,4656605.0,0.43777801238818254,0.3905246411829083,-0.11918753461510982,-0.030259857127727045,딸기맛우유멀티240(32)I,냉장,MY
